no,max_deviation,K,useful_method,deviation,algorithm,COUNT(o.ORDERPRIORITY = 5-LOW),,,setup_duration[sec],solver_duration[sec],total_duration[sec]
0,0.5,10,KENDALL_DISTANCE,1.2,RefinementMethod.MILP_OPT,-1,,500MB,3.592265999999995,0.0033544580000182123,3.5956204580000133
1,0.5,10,KENDALL_DISTANCE,1.2,RefinementMethod.MILP_OPT,-1,,500MB,3.546282415999997,0.003318124999992733,3.5496005409999896
2,0.5,10,KENDALL_DISTANCE,1.2,RefinementMethod.MILP_OPT,-1,,500MB,3.550077082999991,0.0033725420000223494,3.553449625000013
3,0.5,10,KENDALL_DISTANCE,1.2,RefinementMethod.MILP_OPT,-1,,500MB,3.550448208000006,0.003289958000010529,3.5537381660000165
4,0.5,10,KENDALL_DISTANCE,1.2,RefinementMethod.MILP_OPT,-1,,500MB,3.546542291999998,0.0032685829999934413,3.5498108749999915
0,0.5,10,QUERY_DISTANCE,1.2,RefinementMethod.MILP_OPT,-1,,500MB,3.5433680830000185,0.0018350839999925483,3.545203167000011
1,0.5,10,QUERY_DISTANCE,1.2,RefinementMethod.MILP_OPT,-1,,500MB,3.5457937500000014,0.0018717920000028698,3.5476655420000043
2,0.5,10,QUERY_DISTANCE,1.2,RefinementMethod.MILP_OPT,-1,,500MB,3.5499325830000146,0.0018699999999967076,3.5518025830000113
3,0.5,10,QUERY_DISTANCE,1.2,RefinementMethod.MILP_OPT,-1,,500MB,3.5461653329999763,0.0018765000000087184,3.548041832999985
4,0.5,10,QUERY_DISTANCE,1.2,RefinementMethod.MILP_OPT,-1,,500MB,3.5487758329999792,0.0018909170000256381,3.550666750000005
0,0.5,10,MAX_ORIGINAL,1.2,RefinementMethod.MILP_OPT,-1,,500MB,3.550295083000009,0.002212958999990633,3.5525080419999995
1,0.5,10,MAX_ORIGINAL,1.2,RefinementMethod.MILP_OPT,-1,,500MB,3.549293875000018,0.00218562500000985,3.5514795000000277
2,0.5,10,MAX_ORIGINAL,1.2,RefinementMethod.MILP_OPT,-1,,500MB,3.5488485829999945,0.0021705420000159847,3.5510191250000105
3,0.5,10,MAX_ORIGINAL,1.2,RefinementMethod.MILP_OPT,-1,,500MB,3.5496459169999923,0.0027489169999910246,3.5523948339999833
4,0.5,10,MAX_ORIGINAL,1.2,RefinementMethod.MILP_OPT,-1,,500MB,3.5500867079999807,0.0021421670000165705,3.5522288749999973
