no,max_deviation,K,useful_method,deviation,algorithm,COUNT(sex = 1),,,setup_duration[sec],solver_duration[sec],total_duration[sec]
0,0.5,10,KENDALL_DISTANCE,0.0,RefinementMethod.MILP_OPT,5,,4000,0.9545132079999945,2.4493280000000084,3.403841208000003
1,0.5,10,KENDALL_DISTANCE,0.0,RefinementMethod.MILP_OPT,5,,4000,0.9291900000000055,2.4658076659999892,3.3949976659999948
2,0.5,10,KENDALL_DISTANCE,0.0,RefinementMethod.MILP_OPT,5,,4000,0.9216991250000035,2.449705917000003,3.3714050420000063
3,0.5,10,KENDALL_DISTANCE,0.0,RefinementMethod.MILP_OPT,5,,4000,0.9554864589999994,2.429587583,3.3850740419999994
4,0.5,10,KENDALL_DISTANCE,0.0,RefinementMethod.MILP_OPT,5,,4000,0.9560626670000119,2.4230326249999905,3.3790952920000024
0,0.5,10,QUERY_DISTANCE,0.2,RefinementMethod.MILP_OPT,4,,4000,0.5183153750000002,0.6469210420000024,1.1652364170000027
1,0.5,10,QUERY_DISTANCE,0.2,RefinementMethod.MILP_OPT,4,,4000,0.5328909579999959,0.6403169169999927,1.1732078749999886
2,0.5,10,QUERY_DISTANCE,0.2,RefinementMethod.MILP_OPT,4,,4000,0.5209958330000006,0.664758875000004,1.1857547080000046
3,0.5,10,QUERY_DISTANCE,0.2,RefinementMethod.MILP_OPT,4,,4000,0.5174977080000076,0.6502458329999996,1.1677435410000072
4,0.5,10,QUERY_DISTANCE,0.2,RefinementMethod.MILP_OPT,4,,4000,0.5239242500000074,0.6681037079999896,1.192027957999997
0,0.5,10,MAX_ORIGINAL,0.0,RefinementMethod.MILP_OPT,5,,4000,0.9463756250000017,0.9406552909999988,1.8870309160000005
1,0.5,10,MAX_ORIGINAL,0.0,RefinementMethod.MILP_OPT,5,,4000,0.958084999999997,0.9274495840000014,1.8855345839999984
2,0.5,10,MAX_ORIGINAL,0.0,RefinementMethod.MILP_OPT,5,,4000,0.9282210410000005,0.9537219590000063,1.8819430000000068
3,0.5,10,MAX_ORIGINAL,0.0,RefinementMethod.MILP_OPT,5,,4000,0.9389116250000029,0.9283783329999977,1.8672899580000006
4,0.5,10,MAX_ORIGINAL,0.0,RefinementMethod.MILP_OPT,5,,4000,0.9545366659999956,0.9311985420000042,1.8857352079999998
