no,max_deviation,K,useful_method,deviation,algorithm,COUNT(Gender = Female),,,setup_duration[sec],solver_duration[sec],total_duration[sec]
0,0.5,10,KENDALL_DISTANCE,0.4,RefinementMethod.MILP_OPT,3,,4096,11.399990417000026,138.9458433750001,150.34583379200012
1,0.5,10,KENDALL_DISTANCE,0.4,RefinementMethod.MILP_OPT,3,,4096,11.444989042000088,138.411650625,149.85663966700008
2,0.5,10,KENDALL_DISTANCE,0.4,RefinementMethod.MILP_OPT,3,,4096,11.626969292000013,139.20524729199997,150.83221658399998
3,0.5,10,KENDALL_DISTANCE,0.4,RefinementMethod.MILP_OPT,3,,4096,11.57635279200008,139.33455200000003,150.9109047920001
4,0.5,10,KENDALL_DISTANCE,0.4,RefinementMethod.MILP_OPT,3,,4096,11.515096249999942,139.05074904100024,150.5658452910002
0,0.5,10,QUERY_DISTANCE,0.4,RefinementMethod.MILP_OPT,3,,4096,2.2800075000000106,6.859317959000236,9.139325459000247
1,0.5,10,QUERY_DISTANCE,0.4,RefinementMethod.MILP_OPT,3,,4096,2.267307458000232,6.853231832999882,9.120539291000114
2,0.5,10,QUERY_DISTANCE,0.4,RefinementMethod.MILP_OPT,3,,4096,2.2515901670003586,6.832006291999733,9.083596459000091
3,0.5,10,QUERY_DISTANCE,0.4,RefinementMethod.MILP_OPT,3,,4096,2.236018624999815,6.778653165999913,9.014671790999728
4,0.5,10,QUERY_DISTANCE,0.4,RefinementMethod.MILP_OPT,3,,4096,2.2191054999998414,6.763660291000178,8.98276579100002
0,0.5,10,MAX_ORIGINAL,0.4,RefinementMethod.MILP_OPT,3,,4096,11.41704424999989,19.02597462499989,30.44301887499978
1,0.5,10,MAX_ORIGINAL,0.4,RefinementMethod.MILP_OPT,3,,4096,11.534955500000251,19.026642166999864,30.561597667000115
2,0.5,10,MAX_ORIGINAL,0.4,RefinementMethod.MILP_OPT,3,,4096,11.521443915999953,18.781848958999944,30.303292874999897
3,0.5,10,MAX_ORIGINAL,0.4,RefinementMethod.MILP_OPT,3,,4096,11.582895250000092,18.833440291999977,30.41633554200007
4,0.5,10,MAX_ORIGINAL,0.4,RefinementMethod.MILP_OPT,3,,4096,11.355107750000116,19.037815790999957,30.392923541000073
